,text,category,polarity
3037,"i've been to this restaurant more than a dozen times and when i'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go .",0,1
3038,"oh yes , and if you are a fan of indian oldies film stars , there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls , some of which , i would love to know where they obtained .",3,1
3039,"the food is spectacular , from the appitizers to the main course , and then of course the desserts , ( wow ) you'll need no more .",0,1
3040,the neighborhood was nice though so check out another restaurant instead .,4,-1
3041,my fish was delicious in an incredible curry sauce .,0,1
3042,if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side .,4,1
3043,"even upon delivery , their juicy pork buns are quite good . .",0,1
3044,this is also where i was from .,4,0
3045,everything is for sale in here including the sculptured iron statue on the table .,4,0
3046,"average to good thai food , but terrible delivery .",0,1
3047,"average to good thai food , but terrible delivery .",1,-1
3048,the space is nice but when we order our drink we were in for a surprise .,4,0
3049,the space is nice but when we order our drink we were in for a surprise .,3,1
3050,the entire place and the treatment we received felt as a conveyor belt .,1,-1
3051,the entire place and the treatment we received felt as a conveyor belt .,3,-1
3052,joe's pizza used to have the best slice until this pizzeria opened up .,4,1
3053,i in all reality felt as if i had just gotten off air france and was in the 8th district in paris .,3,1
3054,i have never had anything like it!,4,1
3055,"yeah the crowd can take it a bit seriously , but it shouldn't .",4,0
3056,and they provided a delicious dessert on the house!,0,1
3057,and they provided a delicious dessert on the house!,5,1
3058,and they provided a delicious dessert on the house!,1,1
3059,"they are still living in the dark ages and do not have an answering machine , so if you want to make a reservation you are limited .",1,-1
3060,"the food is amazing , rich pastas and fresh doughy pizza .",0,1
3061,"food was very good , but not what i would consider out of this world .",0,1
3062,i had lobster bisque it has 2 oz . of maine lobster in it .,0,1
3063,"i am indian , and i have tried many indian places in ny .",4,0
3064,"try the pad thai , it's fabulous and their prices are so cheap!",0,1
3065,"try the pad thai , it's fabulous and their prices are so cheap!",5,1
3066,"on a recent saturday night , i was with a group of 5 at the bread bar .",4,0
3067,food is great and inexpensive .,0,1
3068,food is great and inexpensive .,5,1
3069,the price very reasonable .,5,1
3070,"dessert - can't be missed , so save room!!!",0,1
3071,"it can be a little confusing as to where one goes to order , but once the food is ordered , you are in for a treat .",0,1
3072,"take a good sense of humor ,an american express card with no limit , walk out with a lollipop ,gift bag in hand and enough marketing materials for alain to to take the show on the road",5,-1
3073,ingredients are organic which is a real plus for me .,0,1
3074,it was so bad i actually refused to pay for my food .,4,-1
3075,it was so bad i actually refused to pay for my food .,0,-1
3076,i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,4,1
3077,i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,0,1
3078,i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,5,1
3079,"this is , by far , my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!",4,1
3080,"this is , by far , my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!",5,-1
3081,"the staff was very attentive , the ambience lovely , and the food superb .",0,1
3082,"the staff was very attentive , the ambience lovely , and the food superb .",1,1
3083,"the staff was very attentive , the ambience lovely , and the food superb .",3,1
3084,"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them .",0,-1
3085,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area .,0,1
3086,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area .,1,1
3087,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area .,3,1
3088,the frankenstein show was the best .,4,1
3089,"the waiters are sweet , the food is tasty and the bill is never too large .",0,1
3090,"the waiters are sweet , the food is tasty and the bill is never too large .",1,1
3091,"the waiters are sweet , the food is tasty and the bill is never too large .",5,1
3092,"as a fan of thai , i have tried quite a few different restaurants in nyc and this one was definitely the worst .",4,-1
3093,"the service was superb , they treat you like family .",1,1
3094,"we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food .",4,0
3095,"we all had the tasting menu and unlike some of the other reviews , i felt there was more than enough food .",0,1
3096,"it only took about five or so minutes to get an empty table , but standing up wasn't too bad .",1,1
3098,too bad latin quarters closed .,4,0
3099,they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl .,0,-1
3100,it was divine melts in your mouth .,0,1
3101,stumbled upon this gem of a pizza place and i will be going back frequently .,4,1
3102,i live a block away and go to patsy's frequently .,4,0
3103,"- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but i thought a bit overpriced .",0,1
3104,"- for dessert we split chocolate cake and vanilla gelato ( with espresso ) , which were tasty , but i thought a bit overpriced .",5,-1
3105,"when i visited my friend who lives in the upper eastside , she recommended that we go to this restaurant .",4,0
3106,"warm , comfortable surroundings , nice appointments ( witness the etched glass and brickwork separating the dining rooms ) .",3,1
3107,we ran a little late for the reservation but it wasn't a problem to get our table immediately .,4,0
3108,we ran a little late for the reservation but it wasn't a problem to get our table immediately .,1,1
3109,kudos haru,4,1
3110,we arrived on time for our reservation and seated promptly .the,4,0
3111,we arrived on time for our reservation and seated promptly .the,1,1
3112,i plan on eating here more often .,4,1
3114,"the well mannered , pleasant staff that tony has in his employ .",1,1
3115,the flavors robust and subtle .,0,1
3116,i came here for my friend's birthday and keep coming back ever since .,4,1
3117,"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city , though the quality is some of the best .",0,1
3118,"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city , though the quality is some of the best .",5,1
3119,"i would never wait for a table to eat , it just is not that great .",4,-1
3120,"we concluded with tiramisu chocolate cake , both were delicious .",0,1
3121,the counter service is bad .,1,-1
3122,i had a grat time at jekyll and hyde!,4,1
3123,"service here was great , food was fantastic .",0,1
3124,"service here was great , food was fantastic .",1,1
3126,"this is such a lovely , peaceful place to eat outside .",3,1
3127,and we were thouroughly disapointed .,4,-1
3128,this is the jackel and hideof the restaurants on the ues .,4,0
3129,the sauce is delicious and the crust is perfect .,0,1
3130,"this is a great place to take out-of-towners , and perfect for watching the sunset .",4,1
3131,"this is a great place to take out-of-towners , and perfect for watching the sunset .",3,1
3132,since my first dinner i have had the chance to have brunch at orsay 3x .,4,0
3133,"you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny .",0,0
3134,"you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny .",5,-1
3135,"you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny .",3,-1
3136,they have some great entrees here as well .,0,1
3137,"our teenage kids love it , too .",4,1
3138,the service is not consistently excellent -- just decent .,1,0
3139,"the food , served in small tasting portions ( as an option ) is very good with each dish being better than the next .",0,1
3140,you guys are awesome!,4,1
3141,"they do cater to american palates , but if you like it hot let them know and they are more than willing to oblige!",0,1
3142,"they do cater to american palates , but if you like it hot let them know and they are more than willing to oblige!",1,1
3143,i loved this place!!,4,1
3144,i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful .,0,1
3145,i care more about the food and ambience .,0,0
3146,i care more about the food and ambience .,3,0
3147,"oh , but wait , we were out of drinks ( which were also delightfully overpriced ) .",0,-1
3148,"oh , but wait , we were out of drinks ( which were also delightfully overpriced ) .",5,-1
3149,avoid at all costs .,4,-1
3150,i would highly recommend this place to everyone for any occasion!,4,1
3151,the service is fantastic .,1,1
3152,i recommend that you try this hidden spot which will surely blowup very soon,4,1
3153,the garlic mashed potatoes are hands down the best in the city!,0,1
3154,food and service was okay .,0,0
3155,food and service was okay .,1,0
3156,"great for a romantic evening , or a fun evening with friends . . .",3,1
3157,the lamb meat was under-cooked and extrmely chewy .,0,-1
3158,the best pad thai i've ever had .,0,1
3159,"over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason .",0,-1
3160,"over time , the food quality has decreased substantially , it is a lot less crowded than it used to , and the service must definitely be part of the reason .",1,-1
3161,great pizza and fantastic service .,0,1
3162,great pizza and fantastic service .,1,1
3163,we were seated outside and the waiter spilled red wine and hot tea on myself and my date .,1,-1
3164,i would just ask for no oil next time .,4,0
3165,"while this is a pretty place in that overly cute french way , the food was insultingly horrible .",0,-1
3166,"while this is a pretty place in that overly cute french way , the food was insultingly horrible .",3,1
3167,i went there for lunch and it was not as good as i expected from the reviews i read .,4,-1
3168,i really didn't know what to expect for a restaurant that literally overlooks the main hall of grand central .,4,0
3169,none of that yucky whipped stuff .,0,1
3170,"the wine list isn't great , and the desserts are shipped in from bruno's down the street , which is not as good as it used to be .",0,-1
3171,i ordered a lassi and asked 4 times for it but never got it .,1,-1
3172,their coffee is quite good too!,0,1
3173,i would not recommend this place to anyone .,4,-1
3174,"great wine list ( italian ) , good food , service was initially fine .",0,1
3176,"despite the fact that the space is large , they've overcrowded the floor with tables .",3,-1
3177,"i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i'm here to eat and enjoy the company of friends , seeking a pleasant experience .",1,-1
3179,"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile!",1,-1
3180,i had to ask her three times before she finally came back with the dish ive requested .,1,-1
3181,"normally that would be improper , however they were all delicious and my host did not complain .",0,1
3182,taxan delicious!,0,1
3183,"perhaps it was an off night , but it was suprisingly average for a 9 .3 rating .",4,-1
3185,"unlike other places in nyc where the sandwiches you want only come as a triple-decker , here you can get what you want in a reasonably-sized portion ( and price ) .",5,1
3186,"southern indian cuisine is still there , too .",0,0
3187,"restaurant snobs need not bother , this is a small , neighborhood kind of place .",4,0
3188,have been dozens of times and never failed to enjoy the experience .,4,1
3189,they couldn't even make a salad that was appealing .,0,-1
3190,for two people with tip was less than $25 bucks .,5,1
3191,killer sushi!,0,1
3192,of course the reason its so packed is because the food is so delicious!,0,1
3193,"staffs are not that friendly , but the taste covers all .",0,1
3194,"staffs are not that friendly , but the taste covers all .",1,-1
3195,the jukebox plays everything from italian opera to the strokes .,3,0
3196,and i've been to many nyc delis .,4,0
3197,this place is always packed .,4,0
3198,much of the time it seems like they do not care about you .,1,-1
3199,plus they made a perfect martini .,0,1
3200,i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch .,0,0
3201,"i've eaten thai many times , and am very familiar with the cuisine .",4,0
3202,the waiter was attentive .,1,1
3203,their margarita is best i've had since i've returned from naples!,0,1
3204,i highly recommend the restaurant based on our experience last night .,4,1
3205,the tastes makes your mouth water for more .,0,1
3206,i came into the city to try out this restaurant because a friend had recommended it to my husband .,4,0
3207,"their sake list was extensive , but we were looking for purple haze , which wasn't listed but made for us upon request!",0,1
3208,"their sake list was extensive , but we were looking for purple haze , which wasn't listed but made for us upon request!",1,1
3209,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",0,0
3210,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",3,-1
3211,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",5,-1
3212,"all in all a wonderful experience , can't wait to come back .",4,1
3213,the food was actually aweful .,0,-1
3214,"after dining at b .o .g over twenty times now , its official !",4,0
3215,they are served with a free appetizer and the portions are perfect for lunch .,0,1
3216,they are served with a free appetizer and the portions are perfect for lunch .,5,1
3217,there is actually space to breathe and the decor sets the tone for an intimate dinner .,3,1
3218,we went around 9 :30 on a friday and it had died down a bit by then so the service was great!,1,1
3219,"my husband and i both ordered the steak , medium .",0,0
3220,"my husband and i both ordered the steak , medium .",4,0
3221,"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",0,-1
3222,this place has realy fresh sushi and a nice large menu of japanese classic cuisine .,0,1
3223,the sushi is average and the prices are anything but .,0,0
3224,the sushi is average and the prices are anything but .,5,-1
3225,"my wife and i also enjoyed the spinach , the shanghai low mein , and other attractions .",0,1
3226,owner must have coem on this website to give himself credit .,4,0
3227,turned out there was full service upstairs and sat down .,4,0
3228,i would go back .,4,1
3229,definitely will be back!,4,1
3230,several of the dim sum orders had about 6-8 pieces .,0,0
3231,i'm not sure why these other reviewers are whining so much .,4,0
3232,they live up to the thai way of living .,4,0
3233,if you have a dumpling fetish i suggest you try some here!,0,1
3234,"three page wine menu , one page entree and horedevous .",0,1
3235,"the food is consistently wonderful - i've been coming here for years , and the owner has always been accomodating and friendly .",0,1
3236,"the food is consistently wonderful - i've been coming here for years , and the owner has always been accomodating and friendly .",1,1
3237,the waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as i would have expected .,1,-1
3238,"i live nearby and when they first opened , i ate there a lot .",4,0
3239,and the food was fantastic .,0,1
3240,this is the kind of place you'd like to take all your friends to and still keep a secret .,4,1
3241,"if you're looking for a place to sit down , have a drink and conversations with friends , go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot ) .",0,1
3242,"if you're looking for a place to sit down , have a drink and conversations with friends , go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot ) .",3,1
3243,"aside from the sea urchin , the chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro ( fatty tuna ) , sea eel , etc .",0,0
3244,"they're also friendlier here , especially the owner , kenny .",1,1
3245,"while the room is not particularly comfortable , once you're seated you'll forget about everything except what's on your plate .",0,1
3246,"while the room is not particularly comfortable , once you're seated you'll forget about everything except what's on your plate .",3,-1
3247,i've lived in nyc all my life and had never before seen so many waterbugs in one place ( except in a really bad dream ) .,4,0
3248,i've lived in nyc all my life and had never before seen so many waterbugs in one place ( except in a really bad dream ) .,3,-1
3249,winnie and her staff are the best crew you can find serving you .,1,1
3251,"the ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .",3,1
3252,"my host asked for appetizers for the group and the waiter gave us not only what we ordered , but some other items that were not ordered .",1,0
3253,you can even get packages of the chutneys to stock your fridge!,0,1
3254,you can even get packages of the chutneys to stock your fridge!,1,1
3255,the bar has various selections and the mixed drink special is a catcher! 2 for 1's .,0,1
3257,"if it isn't for the food ( a+++ ) , it must be the service or the ambience .",0,1
3258,"if it isn't for the food ( a+++ ) , it must be the service or the ambience .",1,1
3259,"if it isn't for the food ( a+++ ) , it must be the service or the ambience .",3,1
3260,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",1,-1
3261,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",0,-1
3262,"i like the ambience , it's very dark and original .",3,1
3263,not the typical nyc gimmick theme restaurant .,3,1
3264,we were exploring grand central and didn't want to eat in the food court .,4,0
3265,"overall , not worth the money .",5,-1
3266,this place is not worth the prices .,5,-1
3267,we left after one drink .,4,0
3268,everything that happened was not even up to mediocre .,4,-1
3269,our last time there a few weeks ago was early at 5pm and it was very crowded and noisy .,3,-1
3270,pick a bagel has the best bagels in the city .,0,1
3272,it's called gnochi alla nona and is found under chef specials .,0,0
3273,it is one the nicest outdoor restaurants i have ever seen in ny--i am from italy and this place rivals the ones in my country .,3,1
3274,yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .,3,-1
3275,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",0,-1
3276,the fried dumplings are great!,0,1
3277,this place has the best chinese style bbq ribs in the city .,0,1
3278,ive been here so many times the waiters know my name .,4,0
3280,i've been frequenting the tasting room since it first arrived in the east village and i've never been disappointed .,4,1
3281,"we figured we never had argentinian pizza before so we grabbed our lunch there , sharing a large pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .",0,1
3282,heartland brewery is a great way to start or finish your day .,4,1
3283,the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time .,0,1
3284,this is the perfect date spot for williamsburg couples .,4,1
3285,the dim sum here is only so-so .,0,0
3286,"it was raining , and we figured why not?",4,0
3287,"$6 and there is much tasty food , all of it fresh and continually refilled .",0,1
3288,"$6 and there is much tasty food , all of it fresh and continually refilled .",5,1
3289,"just straight up cheap , good food .",0,1
3290,"just straight up cheap , good food .",5,1
3291,another welcome addition to the neighborhood .,4,1
3293,"this time , i prefer not to go into detail .",4,0
3294,"even with a relatively inexpensive botle of wine , if you can call $70 .00 inexpensive , the cost is through the roof for better than average fare .",5,-1
3296,steamed fresh so brought hot hot hot to your table .,0,1
3297,the steak was very fatty and the sauce was overpowering and not very tasty .,0,-1
3298,my only problem is that you are literally sitting on top of the people next to you!,3,-1
3299,and affordable .,5,1
3300,"the staff makes you feel at home , the food is great and the atmosphere is wonderful!",0,1
3301,"the staff makes you feel at home , the food is great and the atmosphere is wonderful!",1,1
3302,"the staff makes you feel at home , the food is great and the atmosphere is wonderful!",3,1
3303,i actually feel like i should keep it a secret .,4,0
3305,"not only would i not recommend jimmy's restaurants to friends , i would strongly suggest they go anywhere but .",4,-1
3306,they have a very diverse menu so its something for everybody .,0,1
3307,haru on park s is simply disgusting .,4,-1
3308,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,1,-1
3309,"as a long-time patron of mamoun's , i always figured that i had found the best late night food spot in the city .",4,1
3310,i drop more dollar bills here than your uncle after a weekend at scores .,4,0
3311,the bagel was huge .,0,1
3312,go there to relax and feel like your somewhere else .,4,1
3313,get the tuna of gari .,0,1
3315,it was a very nice surprise .,4,1
3316,edible but really a ripoff at those prices given whats in the area .,0,0
3317,edible but really a ripoff at those prices given whats in the area .,5,-1
3319,"the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",3,-1
3320,i am french and i really felt like home!!!,4,1
3321,i have been to casimir over 5 times and i have always had a great time there .,4,1
3322,the service was the only thing good about this restaurant .,1,1
3323,"it's usually packed for good reason , esp .",4,0
3324,service- friendly and attentive .,1,1
3325,i love going there!,4,1
3326,i cannot recommend og more highly if i tried - check it out for yourself .,4,1
3327,"it was the first place we ate on our first trip to new york , and it will be the last place we stop as we head out of town on our next trip to new york .",4,1
3328,service was very prompt but slightly rushed .,1,1
3329,"great food , great decor , great service .",0,1
3330,"great food , great decor , great service .",1,1
3331,"great food , great decor , great service .",3,1
3332,"and , atlhough tables opened up next to us and we asked for a slightly larger space , they left us awkardly seated .",1,-1
3333,"the palak paneer was standard , and i was not a fan of the malai kofta .",0,0
3334,i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience .,5,1
3335,"yeah , sometimes the service can be slow .",1,-1
3336,there was no ambiance .,3,-1
3337,"save your money and don't waste your calories , go to margharita's on washington street instead , they have amazing food and the best service .",4,-1
3338,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,0,1
3339,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,1,1
3340,but trust me it is so worth it .,4,1
3341,it is not a place for tourists or someone who has never dined in bay ridge .,4,0
3342,the perfect spot .,4,1
3343,"the only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price x4 , which makes no sense whatsoever .",5,-1
3344,"they sell special sushi , everything have a topping , sauce and etc .",0,1
3345,do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,4,-1
3346,do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,3,0
3347,they never came back to refill our glasses again .,1,-1
3348,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it's great for friends out , a romantic date , or a special occassion .",1,1
3349,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it's great for friends out , a romantic date , or a special occassion .",3,-1
3350,the service was excellent and the food was delicious .,0,1
3351,the service was excellent and the food was delicious .,1,1
3352,service was also very good .,1,1
3353,"i took my girlfriend there for her birthday last night and we had a relaxing , really good meal .",4,1
3354,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not!",0,-1
3355,"they're rude at times , and not very friendly .",1,-1
3356,i'm happy to have nosh in the neighborhood and the food is very comforting .,0,1
3357,i'm happy to have nosh in the neighborhood and the food is very comforting .,4,1
3358,"good atmosphere , combination of all the hottest music dress code is relatively strict except on fridays .",3,1
3359,"they kindly brought us more to see if it was better , but it was not!",0,-1
3360,love the food .,0,1
3361,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,4,1
3362,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,3,1
3363,all the desserts the group tried got favorable reviews .,0,1
3364,there's something smooth about sipping sake upper east side style .,4,1
3365,it's a nice place to relax and have conversation .,3,1
3366,this place has got to be the best japanese restaurant in the new york area .,4,1
3367,best reuben sandwich ever!,0,1
3368,lucky strike is a great casual place to just grab a bite to eat .,0,1
3369,wonderful strawberry daiquiries as well!,0,1
3370,"going to volare is like going to your favorite aunt's house for dinner , assuming that your aunt is a great italian cook .",4,1
3371,"the sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .",0,-1
3372,"the sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .",1,-1
3374,i loved it and would go again .,4,1
3375,frites were delicious if a bit on the thick side .,0,1
3376,so so so so so good!,4,1
3377,"alone for 100 bucks , it is really overprice .",5,-1
3378,"out of the hundreds of italian restaurants in queens , this is among the best .",4,1
3379,very good value,4,1
3380,here you get the zen feel without feeling rigid .,3,1
3382,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,0,1
3383,i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people .,4,0
3384,"overall , the best bagel in town .",0,1
3385,everything a ny pizza joint should be .,4,1
3386,"it was huge , delicious , fresh , and will be the reason we return .",0,1
3387,we go often .,4,0
3388,"light , refreshing summer rolls ( not fried ) remind me of vietnamese places in paris .",0,1
3389,the sushi seemed pretty fresh and was adequately proportioned .,0,1
3390,moral stay away .,4,-1
3391,but the service was a bit slow .,1,-1
3392,spreads and toppings are great - though a bit pricey .,0,1
3393,spreads and toppings are great - though a bit pricey .,5,-1
3394,"when i saw that their website had a link to da ciro in napoli , i knew there was going to be good pizza!",4,1
3395,no one asked what was wrong as we left with nothing touched on our plates .,1,-1
3396,indoor was very cozy and cute .,3,1
3397,we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time .,1,1
3398,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,0,-1
3399,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,1,-1
3400,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,5,-1
3401,they're terrific!!,4,1
3402,"the service was excellent , the food was excellent , but the entire experience was very cool .",0,1
3403,"the service was excellent , the food was excellent , but the entire experience was very cool .",1,1
3404,the service is good and the resturant is clean .,1,1
3405,the service is good and the resturant is clean .,3,1
3406,"great spot , whether looking for a couple of drinks or quiet dinner .",3,1
3407,just stick with the small dishes!,0,0
3408,"the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .",1,-1
3409,"the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better .",3,1
3410,i've rarely had a problem with slow staff in the 10 years i've been going .,1,1
3411,food is excellent .,0,1
3412,"this place is a literal hole-in-the-wall that is buried within doyers , right off of pell st ( barber's alley ) in chinatown .",3,-1
3413,they outshine hh .,4,1
3414,although we were looking for regular lettuce and some walnuts the salads we got were great .,0,1
3415,excellent lunch buffet for only $6 .95 .,0,1
3416,excellent lunch buffet for only $6 .95 .,5,1
3417,we were sorry to check them off our list as we had enjoyed and recommended the place in the past .,4,-1
3418,"if you're not familiar with the cuisine , you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards .",4,-1
3419,"both are very reasonably priced ( around $8 for dinner and $5 for lunch ) , and are delicious and filling .",0,1
3420,"both are very reasonably priced ( around $8 for dinner and $5 for lunch ) , and are delicious and filling .",5,1
3421,problem is nothing at prune is particularly memorable .,4,-1
3422,"ambience is so cute and quaint , good for business although we were there on vacation .",3,1
3423,"the portion sizes here are huge , and the sushi is good .",0,1
3424,just wish they'd expand .,4,0
3425,my boyfriend ate tuna and it was cooked perfectly!,0,1
3426,"this wasn't the expected menu comprised only of pad thai and tom yum soup , but i thought that was what made the place so special .",0,1
3427,"good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .",0,1
3428,"good food at the restaurant ( a bit expensive , but great if you want to impress your date ) .",5,-1
3429,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,0,1
3430,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,1,1
3432,i have eaten there 3-4 times and the food was always good .,0,1
3433,keep up the good work .,4,1
3434,"i wasn't thrilled to have to wait on line for thirty minutes , but i guess that's the price you pay for a popular place .",4,0
3435,"great eats , good times .",4,1
3436,"great eats , good times .",0,1
3437,make sure you try this place as often as you can .,4,1
3438,"grilled whole fish wonderful , great spicing .",0,1
3439,"for years , i thought tuscan cuisine was the best , but salvatore converted me to the hearty neapolitan fare on my first visit .",0,1
3440,"plus , when our entrees were held up in the kitchen on a busy saturday night , the owner sent over complimentary summer rolls to hold us over!",1,1
3441,the service was great as well .,1,1
3442,try the lobster teriyaki and the rose special roll .,0,1
3443,another plus is most of the entrees are approx .,4,1
3444,i will go back to suan soon!,4,1
3445,loved it!,4,1
3446,"the food was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second!",0,1
3447,"the food was delicious , the atmosphere was relaxed , and we have now adopted plate 347 as our secret on second!",3,1
3448,we were pleasantly surprised .,4,1
3449,from the moment we walked in they were more than accomodating even though the place was packed .,1,1
3450,from the moment we walked in they were more than accomodating even though the place was packed .,3,-1
3451,"it is loud , hot and dark .",3,-1
3452,"i found the food , service and value exceptional everytime i have been there .",0,1
3453,"i found the food , service and value exceptional everytime i have been there .",1,1
3454,"i found the food , service and value exceptional everytime i have been there .",5,1
3455,we ate at this thai place following the reviews but very unhappy with the foods .,4,-1
3456,we ate at this thai place following the reviews but very unhappy with the foods .,0,-1
3459,"i am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and i was still hungry after my visit to this place!",4,-1
3460,"i am a 100 lb girl , had a glass of wine and a glass of beer prior to the dinner , and i was still hungry after my visit to this place!",0,-1
3461,"the drinks are a saving grace , but service staff , please , get over yourselves .",0,1
3462,"the drinks are a saving grace , but service staff , please , get over yourselves .",1,-1
3463,it was wonderful .,4,1
3464,there is a downside if you're ordering in -- the delivery guys have major attitude .,1,-1
3465,will give it another chance before i write it off .,4,0
3466,the all-italian staff is warm and engaging from the start .,1,1
3467,village is one of those places that scores on all fronts .,4,1
3468,the prices are exceptionally reasonable for food of this caliber .,5,1
3469,the prices are exceptionally reasonable for food of this caliber .,0,1
3470,if you go here - your focus should be the tamarind margaritas .,0,1
3471,it is the best hidden spot there and i rave about it to everyone .,4,1
3472,the filet mignon dish was superb!,0,1
3473,i had been a regular due to the consistently good food and ease of getting a table .,4,1
3474,i had been a regular due to the consistently good food and ease of getting a table .,0,1
3475,i had been a regular due to the consistently good food and ease of getting a table .,1,1
3476,can't wait wait for my next visit .,4,1
3477,this place is the most japanese it can ever get .,3,1
3478,"the food is good , i can't lie .",0,1
3479,"great food , lt's of it , more then one person can eat!",0,1
3480,"i didn't expect to like nosh as much as i did , but the pastrami on challah sandwich i had was otherworldly , the soups are like mom's , and the knishes give yonah schimmel's a run for its money .",0,1
3481,"the atmosphere is nothing special , but it feels like a sushi establishment in tokyo .",3,0
3482,cozy romantic atomosphere with only around 15 tables at most .,3,1
3483,this place is worth going even if only for their beer .,0,1
3484,i really like both the scallops and the mahi mahi ( on saffron risotto-yum! ) .,0,1
3485,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",0,1
3486,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",3,1
